Time Period Ending,Time Interval,Avg mph,Total Volume
14,0,62,71
29,1,62,98
44,2,60,159
59,3,58,229
74,4,57,238
89,5,56,252
104,6,55,227
119,7,57,199
134,8,59,200
149,9,59,185
164,10,59,150
179,11,57,155
194,12,59,142
209,13,60,101
224,14,59,115
239,15,60,88
254,16,60,94
269,17,59,101
284,18,58,88
299,19,59,60
314,20,61,75
329,21,60,88
344,22,60,93
359,23,62,75
374,24,62,99
389,25,61,106
404,26,63,77
419,27,60,86
434,28,63,97
449,29,61,101
464,30,58,106
479,31,61,117
494,32,61,100
509,33,61,97
524,34,62,109
539,35,62,138
554,36,63,142
569,37,64,155
584,38,64,250
599,39,64,224
614,40,62,257
629,41,62,284
644,42,62,362
659,43,62,392
674,44,62,454
689,45,61,505
704,46,62,504
719,47,61,584
734,48,60,630
749,49,59,689
764,50,58,719
779,51,57,800
794,52,57,741
809,53,55,732
824,54,53,719
839,55,49,754
854,56,53,589
869,57,53,859
884,58,54,846
899,59,54,776
914,60,54,679
929,61,53,762
944,62,55,716
959,63,54,713
974,64,54,684
989,65,54,655
1004,66,54,633
1019,67,53,707
1034,68,53,695
1049,69,53,701
1064,70,53,700
1079,71,56,617
1094,72,58,622
1109,73,56,584
1124,74,56,581
1139,75,57,567
1154,76,56,532
1169,77,57,521
1184,78,58,469
1199,79,59,444
1214,80,61,421
1229,81,62,396
1244,82,59,408
1259,83,60,372
1274,84,61,360
1289,85,59,312
1304,86,62,336
1319,87,60,306
1334,88,62,277
1349,89,61,244
1364,90,59,249
1379,91,63,216
1394,92,58,217
1409,93,64,148
1424,94,61,151
1439,95,62,137
14,0,63,100
29,1,65,101
44,2,62,94
59,3,62,74
74,4,63,79
89,5,62,55
104,6,63,52
119,7,61,56
134,8,61,54
149,9,59,31
164,10,60,37
179,11,64,28
194,12,62,28
209,13,60,22
224,14,65,21
239,15,57,21
254,16,62,31
269,17,57,42
284,18,59,52
299,19,64,43
314,20,61,49
329,21,60,78
344,22,63,94
359,23,63,88
374,24,64,94
389,25,62,133
404,26,63,146
419,27,62,148
434,28,61,129
449,29,62,169
464,30,60,167
479,31,62,160
494,32,62,164
509,33,62,176
524,34,65,214
539,35,64,213
554,36,63,227
569,37,63,300
584,38,62,356
599,39,62,438
614,40,61,388
629,41,62,485
644,42,61,547
659,43,61,620
674,44,63,625
689,45,61,685
704,46,60,671
719,47,60,775
734,48,59,775
749,49,61,770
764,50,60,805
779,51,60,856
794,52,58,954
809,53,58,888
824,54,58,927
839,55,58,914
854,56,58,846
869,57,57,795
884,58,57,837
899,59,58,787
914,60,57,856
929,61,57,803
944,62,55,888
959,63,56,844
974,64,56,875
989,65,53,948
1004,66,53,960
1019,67,51,995
1034,68,52,894
1049,69,54,915
1064,70,53,975
1079,71,54,878
1094,72,54,902
1109,73,54,819
1124,74,55,762
1139,75,59,613
1154,76,57,688
1169,77,58,636
1184,78,59,627
1199,79,60,576
1214,80,60,598
1229,81,61,578
1244,82,60,472
1259,83,60,465
1274,84,61,452
1289,85,61,442
1304,86,60,380
1319,87,62,394
1334,88,62,359
1349,89,62,342
1364,90,62,279
1379,91,66,228
1394,92,63,197
1409,93,62,157
1424,94,64,139
1439,95,63,138
14,0,62,112
29,1,62,99
44,2,61,88
59,3,61,80
74,4,60,53
89,5,58,55
104,6,58,55
119,7,57,56
134,8,59,53
149,9,56,45
164,10,60,38
179,11,56,53
194,12,55,43
209,13,55,60
224,14,56,52
239,15,55,55
254,16,56,65
269,17,52,65
284,18,51,94
299,19,56,115
314,20,55,150
329,21,59,204
344,22,61,310
359,23,62,461
374,24,61,724
389,25,58,942
404,26,58,934
419,27,54,1015
434,28,51,1074
449,29,50,975
464,30,50,1084
479,31,50,1063
494,32,52,990
509,33,53,1000
524,34,55,938
539,35,57,887
554,36,57,840
569,37,57,841
584,38,57,719
599,39,57,712
614,40,58,677
629,41,55,728
644,42,58,671
659,43,58,680
674,44,58,678
689,45,59,669
704,46,58,719
719,47,57,761
734,48,59,647
749,49,56,734
764,50,57,680
779,51,59,619
794,52,58,746
809,53,58,698
824,54,59,742
839,55,59,708
854,56,58,667
869,57,58,698
884,58,55,740
899,59,56,776
914,60,56,796
929,61,55,803
944,62,55,792
959,63,53,940
974,64,52,969
989,65,52,975
1004,66,51,994
1019,67,51,1001
1034,68,45,980
1049,69,38,1028
1064,70,31,1135
1079,71,48,979
1094,72,48,1068
1109,73,49,968
1124,74,51,814
1139,75,52,778
1154,76,53,734
1169,77,55,658
1184,78,58,731
1199,79,58,595
1214,80,59,539
1229,81,59,452
1244,82,57,426
1259,83,58,418
1274,84,60,413
1289,85,59,394
1304,86,60,334
1319,87,60,292
1334,88,61,259
1349,89,61,286
1364,90,59,234
1379,91,61,205
1394,92,59,237
1409,93,59,213
1424,94,59,211
1439,95,60,154
14,0,60,143
29,1,59,119
44,2,60,141
59,3,59,123
74,4,60,93
89,5,61,102
104,6,59,85
119,7,56,55
134,8,58,69
149,9,60,62
164,10,56,53
179,11,58,48
194,12,59,44
209,13,58,51
224,14,60,69
239,15,59,62
254,16,61,50
269,17,60,45
284,18,58,64
299,19,61,59
314,20,58,72
329,21,60,115
344,22,63,139
359,23,62,134
374,24,61,212
389,25,63,237
404,26,62,236
419,27,62,286
434,28,62,266
449,29,60,366
464,30,61,382
479,31,61,401
494,32,62,362
509,33,61,463
524,34,62,503
539,35,61,571
554,36,62,563
569,37,62,556
584,38,61,669
599,39,60,712
614,40,60,661
629,41,60,706
644,42,60,733
659,43,59,761
674,44,59,785
689,45,59,746
704,46,58,870
719,47,59,908
734,48,58,890
749,49,58,921
764,50,57,916
779,51,60,858
794,52,58,968
809,53,58,930
824,54,56,973
839,55,58,949
854,56,58,894
869,57,58,849
884,58,57,821
899,59,57,848
914,60,58,823
929,61,57,849
944,62,58,815
959,63,57,866
974,64,57,816
989,65,56,832
1004,66,54,841
1019,67,52,883
1034,68,54,851
1049,69,54,910
1064,70,54,882
1079,71,54,867
1094,72,55,824
1109,73,55,812
1124,74,57,728
1139,75,56,720
1154,76,58,686
1169,77,58,636
1184,78,59,618
1199,79,59,555
1214,80,60,484
1229,81,59,499
1244,82,61,459
1259,83,60,416
1274,84,59,414
1289,85,62,331
1304,86,62,278
1319,87,61,245
1334,88,63,313
1349,89,62,288
1364,90,63,271
1379,91,61,247
1394,92,62,272
1409,93,60,266
1424,94,61,257
1439,95,62,228
14,0,63,197
29,1,61,165
44,2,62,190
59,3,61,154
74,4,61,105
89,5,60,99
104,6,62,98
119,7,62,93
134,8,58,64
149,9,62,65
164,10,63,71
179,11,62,41
194,12,61,41
209,13,60,51
224,14,58,45
239,15,61,46
254,16,55,37
269,17,56,41
284,18,61,57
299,19,58,42
314,20,62,57
329,21,59,73
344,22,65,77
359,23,61,102
374,24,62,97
389,25,62,156
404,26,60,119
419,27,62,163
434,28,61,149
449,29,62,184
464,30,62,202
479,31,62,216
494,32,65,200
509,33,63,249
524,34,63,319
539,35,63,311
554,36,60,362
569,37,61,451
584,38,63,475
599,39,61,503
614,40,60,546
629,41,59,592
644,42,60,573
659,43,60,693
674,44,59,742
689,45,61,791
704,46,58,798
719,47,57,859
734,48,58,795
749,49,58,832
764,50,58,905
779,51,57,922
794,52,57,916
809,53,59,858
824,54,57,879
839,55,59,870
854,56,58,841
869,57,59,807
884,58,57,836
899,59,57,852
914,60,58,812
929,61,57,910
944,62,58,841
959,63,56,845
974,64,54,934
989,65,55,892
1004,66,54,883
1019,67,54,941
1034,68,51,959
1049,69,52,875
1064,70,53,892
1079,71,53,866
1094,72,54,880
1109,73,56,736
1124,74,56,629
1139,75,55,774
1154,76,54,823
1169,77,57,664
1184,78,60,567
1199,79,60,606
1214,80,59,580
1229,81,60,563
1244,82,62,483
1259,83,61,500
1274,84,62,487
1289,85,61,433
1304,86,61,439
1319,87,62,403
1334,88,63,320
1349,89,62,304
1364,90,63,283
1379,91,62,232
1394,92,63,194
1409,93,64,199
1424,94,64,155
1439,95,64,130
14,0,64,110
29,1,62,97
44,2,60,88
59,3,61,88
74,4,60,82
89,5,57,58
104,6,63,65
119,7,64,35
134,8,60,38
149,9,61,42
164,10,59,44
179,11,58,48
194,12,58,41
209,13,59,30
224,14,58,36
239,15,63,63
254,16,61,56
269,17,62,68
284,18,60,100
299,19,59,122
314,20,61,184
329,21,62,300
344,22,62,472
359,23,62,681
374,24,59,984
389,25,54,1273
404,26,51,1131
419,27,27,1008
434,28,32,1114
449,29,23,933
464,30,29,793
479,31,13,676
494,32,12,709
509,33,10,713
524,34,9,761
539,35,10,760
554,36,12,834
569,37,12,837
584,38,16,918
599,39,45,826
614,40,50,729
629,41,55,794
644,42,58,731
659,43,58,649
674,44,55,667
689,45,56,680
704,46,57,730
719,47,56,672
734,48,56,716
749,49,54,680
764,50,55,636
779,51,55,627
794,52,55,661
809,53,56,694
824,54,55,744
839,55,56,659
854,56,57,592
869,57,56,653
884,58,56,670
899,59,56,665
914,60,56,677
929,61,54,766
944,62,55,776
959,63,54,839
974,64,54,858
989,65,52,953
1004,66,49,993
1019,67,46,1044
1034,68,49,1014
1049,69,47,1059
1064,70,46,1104
1079,71,48,1056
1094,72,48,1013
1109,73,49,1006
1124,74,53,908
1139,75,55,787
1154,76,55,820
1169,77,56,727
1184,78,56,708
1199,79,58,590
1214,80,58,471
1229,81,59,486
1244,82,60,411
1259,83,61,351
1274,84,58,347
1289,85,62,327
1304,86,61,276
1319,87,59,295
1334,88,61,255
1349,89,60,235
1364,90,61,206
1379,91,60,236
1394,92,60,206
1409,93,60,174
1424,94,61,154
1439,95,62,99
14,0,59,117
29,1,61,89
44,2,62,85
59,3,59,85
74,4,59,68
89,5,59,53
104,6,57,51
119,7,58,36
134,8,60,43
149,9,59,33
164,10,56,49
179,11,55,44
194,12,56,45
209,13,59,43
224,14,58,55
239,15,62,50
254,16,55,49
269,17,61,65
284,18,57,99
299,19,61,118
314,20,61,164
329,21,61,256
344,22,62,418
359,23,62,616
374,24,59,904
389,25,55,1242
404,26,51,1220
419,27,45,1246
434,28,50,1090
449,29,45,1176
464,30,46,1090
479,31,39,1014
494,32,16,841
509,33,16,921
524,34,23,1064
539,35,39,1013
554,36,51,1016
569,37,53,1031
584,38,53,1058
599,39,54,975
614,40,56,945
629,41,58,854
644,42,56,870
659,43,56,849
674,44,59,701
689,45,57,771
704,46,58,730
719,47,58,674
734,48,58,704
749,49,58,694
764,50,58,724
779,51,58,646
794,52,59,631
809,53,58,717
824,54,57,701
839,55,59,652
854,56,57,679
869,57,57,678
884,58,57,771
899,59,56,687
914,60,58,669
929,61,58,787
944,62,57,800
959,63,56,808
974,64,54,987
989,65,53,1068
1004,66,52,1004
1019,67,52,1068
1034,68,51,1094
1049,69,47,1124
1064,70,48,1164
1079,71,48,1117
1094,72,47,1142
1109,73,50,1045
1124,74,52,1012
1139,75,53,964
1154,76,56,879
1169,77,56,812
1184,78,57,705
1199,79,57,583
1214,80,58,523
1229,81,62,466
1244,82,59,401
1259,83,61,354
1274,84,59,363
1289,85,60,356
1304,86,58,298
1319,87,60,294
1334,88,61,287
1349,89,61,288
1364,90,59,241
1379,91,62,211
1394,92,61,188
1409,93,61,162
1424,94,61,148
1439,95,65,121
14,0,61,98
29,1,61,79
44,2,63,64
59,3,62,73
74,4,61,61
89,5,63,65
104,6,60,50
119,7,59,54
134,8,57,44
149,9,59,49
164,10,58,40
179,11,60,44
194,12,60,42
209,13,56,64
224,14,60,61
239,15,61,39
254,16,62,51
269,17,61,75
284,18,58,76
299,19,60,101
314,20,61,157
329,21,61,262
344,22,63,411
359,23,63,631
374,24,59,910
389,25,55,1184
404,26,53,1199
419,27,49,1095
434,28,49,1101
449,29,47,1172
464,30,44,1080
479,31,15,909
494,32,16,821
509,33,18,908
524,34,21,928
539,35,22,977
554,36,55,844
569,37,56,892
584,38,55,858
599,39,57,808
614,40,58,752
629,41,58,839
644,42,59,731
659,43,57,692
674,44,58,667
689,45,58,763
704,46,58,679
719,47,58,644
734,48,58,669
749,49,58,722
764,50,58,657
779,51,59,648
794,52,59,725
809,53,58,750
824,54,58,701
839,55,53,704
854,56,54,697
869,57,54,721
884,58,55,686
899,59,55,732
914,60,57,716
929,61,54,800
944,62,59,751
959,63,56,885
974,64,56,896
989,65,55,967
1004,66,53,1055
1019,67,52,1024
1034,68,50,1067
1049,69,49,1108
1064,70,49,1074
1079,71,37,1133
1094,72,49,1033
1109,73,53,914
1124,74,53,937
1139,75,53,918
1154,76,55,862
1169,77,58,789
1184,78,58,658
1199,79,59,628
1214,80,60,523
1229,81,61,486
1244,82,61,400
1259,83,61,378
1274,84,60,337
1289,85,60,346
1304,86,62,331
1319,87,62,306
1334,88,62,261
1349,89,60,278
1364,90,62,255
1379,91,60,231
1394,92,61,190
1409,93,60,196
1424,94,59,135
1439,95,59,147
14,0,61,108
29,1,61,119
44,2,59,87
59,3,61,77
74,4,62,70
89,5,59,59
104,6,59,44
119,7,59,43
134,8,58,38
149,9,59,54
164,10,59,41
179,11,60,44
194,12,60,40
209,13,59,45
224,14,59,55
239,15,63,56
254,16,57,43
269,17,60,58
284,18,59,96
299,19,59,118
314,20,61,157
329,21,61,274
344,22,63,404
359,23,64,605
374,24,60,900
389,25,56,1207
404,26,52,1173
419,27,52,1148
434,28,50,1141
449,29,48,1123
464,30,50,1025
479,31,49,1029
494,32,42,998
509,33,45,1028
524,34,53,1036
539,35,54,982
554,36,53,984
569,37,54,916
584,38,55,951
599,39,57,795
614,40,57,786
629,41,57,786
644,42,56,746
659,43,57,714
674,44,56,739
689,45,56,714
704,46,57,713
719,47,56,691
734,48,56,704
749,49,56,660
764,50,55,715
779,51,53,736
794,52,54,718
809,53,53,682
824,54,55,647
839,55,53,642
854,56,54,613
869,57,54,676
884,58,53,647
899,59,54,668
914,60,52,650
929,61,52,722
944,62,50,706
959,63,49,712
974,64,47,809
989,65,41,1032
1004,66,40,1021
1019,67,43,928
1034,68,39,1013
1049,69,33,1046
1064,70,35,1068
1079,71,33,975
1094,72,43,869
1109,73,32,901
1124,74,44,934
1139,75,48,900
1154,76,52,756
1169,77,54,711
1184,78,57,570
1199,79,56,498
1214,80,59,436
1229,81,59,420
1244,82,59,325
1259,83,59,318
1274,84,61,310
1289,85,60,326
1304,86,60,289
1319,87,59,249
1334,88,61,222
1349,89,60,228
1364,90,60,229
1379,91,59,193
1394,92,59,168
1409,93,57,143
1424,94,60,130
1439,95,59,98
14,0,63,89
29,1,59,84
44,2,59,79
59,3,57,43
74,4,58,62
89,5,58,47
104,6,58,54
119,7,58,46
134,8,58,46
149,9,58,39
164,10,59,34
179,11,57,45
194,12,57,43
209,13,56,52
224,14,60,59
239,15,61,50
254,16,58,56
269,17,59,50
284,18,57,112
299,19,60,114
314,20,59,142
329,21,59,236
344,22,61,338
359,23,62,481
374,24,59,777
389,25,57,964
404,26,55,995
419,27,53,964
434,28,48,1034
449,29,50,1055
464,30,46,1012
479,31,46,934
494,32,51,879
509,33,50,932
524,34,52,929
539,35,55,912
554,36,54,905
569,37,55,863
584,38,55,847
599,39,56,811
614,40,55,727
629,41,55,755
644,42,57,725
659,43,56,713
674,44,58,655
689,45,58,617
704,46,57,695
719,47,59,591
734,48,57,665
749,49,59,673
764,50,58,676
779,51,57,684
794,52,58,679
809,53,59,651
824,54,58,687
839,55,57,742
854,56,58,673
869,57,57,765
884,58,56,728
899,59,52,745
914,60,58,773
929,61,57,805
944,62,56,855
959,63,55,957
974,64,56,1021
989,65,53,1058
1004,66,50,1032
1019,67,52,1054
1034,68,51,1101
1049,69,41,1162
1064,70,48,1118
1079,71,49,1108
1094,72,51,1092
1109,73,53,998
1124,74,54,861
1139,75,55,779
1154,76,56,811
1169,77,57,687
1184,78,57,692
1199,79,59,600
1214,80,60,473
1229,81,59,476
1244,82,61,433
1259,83,62,399
1274,84,60,423
1289,85,62,354
1304,86,61,310
1319,87,58,260
1334,88,60,272
1349,89,61,253
1364,90,60,252
1379,91,61,214
1394,92,60,227
1409,93,62,233
1424,94,60,197
1439,95,62,155
14,0,61,161
29,1,61,143
44,2,63,135
59,3,62,88
74,4,59,99
89,5,60,88
104,6,60,93
119,7,57,78
134,8,58,81
149,9,59,57
164,10,58,65
179,11,59,53
194,12,59,56
209,13,59,62
224,14,57,55
239,15,59,49
254,16,59,67
269,17,60,57
284,18,60,50
299,19,58,73
314,20,60,79
329,21,61,106
344,22,61,151
359,23,64,132
374,24,62,184
389,25,63,236
404,26,63,243
419,27,62,288
434,28,63,304
449,29,61,364
464,30,61,412
479,31,62,436
494,32,62,468
509,33,62,502
524,34,61,538
539,35,61,650
554,36,60,618
569,37,59,719
584,38,60,696
599,39,60,682
614,40,60,678
629,41,59,759
644,42,59,808
659,43,59,795
674,44,59,774
689,45,59,841
704,46,57,901
719,47,57,882
734,48,56,859
749,49,56,878
764,50,57,808
779,51,56,926
794,52,56,899
809,53,58,858
824,54,57,906
839,55,58,856
854,56,56,926
869,57,57,885
884,58,57,883
899,59,57,855
914,60,58,792
929,61,58,845
944,62,57,857
959,63,57,863
974,64,56,837
989,65,56,916
1004,66,55,889
1019,67,54,873
1034,68,53,865
1049,69,53,922
1064,70,54,865
1079,71,53,913
1094,72,49,993
1109,73,54,919
1124,74,56,772
1139,75,55,741
1154,76,56,738
1169,77,58,636
1184,78,58,619
1199,79,59,546
1214,80,59,474
1229,81,60,439
1244,82,61,411
1259,83,60,374
1274,84,59,391
1289,85,61,337
1304,86,62,323
1319,87,58,338
1334,88,60,320
1349,89,61,310
1364,90,61,288
1379,91,60,246
1394,92,60,291
1409,93,61,279
1424,94,60,275
1439,95,61,262
14,0,61,220
29,1,62,193
44,2,58,147
59,3,62,155
74,4,62,139
89,5,60,136
104,6,61,132
119,7,61,85
134,8,61,78
149,9,60,77
164,10,61,59
179,11,58,64
194,12,62,54
209,13,60,62
224,14,61,57
239,15,60,43
254,16,59,53
269,17,60,51
284,18,58,46
299,19,57,51
314,20,60,54
329,21,61,75
344,22,60,88
359,23,64,100
374,24,63,116
389,25,61,139
404,26,64,141
419,27,60,170
434,28,62,168
449,29,61,194
464,30,62,234
479,31,61,232
494,32,61,214
509,33,62,263
524,34,62,310
539,35,61,345
554,36,59,354
569,37,59,426
584,38,60,412
599,39,61,460
614,40,60,480
629,41,58,624
644,42,58,591
659,43,58,649
674,44,57,676
689,45,57,739
704,46,57,758
719,47,57,774
734,48,57,805
749,49,58,827
764,50,58,817
779,51,58,815
794,52,58,835
809,53,58,863
824,54,55,868
839,55,57,818
854,56,57,775
869,57,57,745
884,58,57,777
899,59,58,787
914,60,57,826
929,61,59,804
944,62,58,786
959,63,59,776
974,64,57,745
989,65,55,797
1004,66,54,750
1019,67,53,806
1034,68,55,734
1049,69,55,854
1064,70,53,822
1079,71,52,840
1094,72,56,778
1109,73,55,808
1124,74,57,744
1139,75,57,670
1154,76,57,648
1169,77,56,660
1184,78,57,606
1199,79,58,540
1214,80,60,579
1229,81,59,572
1244,82,61,515
1259,83,60,477
1274,84,61,459
1289,85,61,444
1304,86,62,450
1319,87,60,385
1334,88,63,318
1349,89,63,295
1364,90,63,288
1379,91,63,269
1394,92,64,211
1409,93,61,182
1424,94,63,172
1439,95,60,125
14,0,64,109
29,1,63,92
44,2,60,69
59,3,63,76
74,4,60,71
89,5,60,60
104,6,64,54
119,7,61,38
134,8,58,47
149,9,63,40
164,10,61,35
179,11,63,43
194,12,59,44
209,13,58,42
224,14,62,47
239,15,59,45
254,16,61,64
269,17,60,70
284,18,61,101
299,19,61,128
314,20,61,154
329,21,62,254
344,22,62,415
359,23,61,640
374,24,58,977
389,25,54,1196
404,26,52,1257
419,27,48,1163
434,28,50,1092
449,29,46,1052
464,30,22,973
479,31,15,848
494,32,15,859
509,33,15,862
524,34,21,956
539,35,30,1064
554,36,30,1063
569,37,50,983
584,38,50,1015
599,39,36,913
614,40,32,968
629,41,53,876
644,42,55,800
659,43,55,797
674,44,55,774
689,45,56,712
704,46,56,751
719,47,56,719
734,48,56,712
749,49,56,659
764,50,56,655
779,51,57,669
794,52,56,699
809,53,57,667
824,54,57,617
839,55,57,613
854,56,58,633
869,57,58,635
884,58,57,679
899,59,57,679
914,60,58,694
929,61,57,718
944,62,55,805
959,63,56,827
974,64,55,904
989,65,52,977
1004,66,49,1079
1019,67,51,1046
1034,68,50,1016
1049,69,40,1160
1064,70,38,1142
1079,71,46,1122
1094,72,47,1051
1109,73,52,984
1124,74,53,914
1139,75,54,873
1154,76,56,817
1169,77,56,786
1184,78,56,583
1199,79,60,542
1214,80,59,537
1229,81,55,663
1244,82,59,477
1259,83,61,374
1274,84,62,374
1289,85,60,337
1304,86,60,298
1319,87,58,292
1334,88,57,284
1349,89,59,258
1364,90,62,238
1379,91,61,193
1394,92,61,194
1409,93,61,181
1424,94,62,122
1439,95,62,110
14,0,62,108
29,1,60,94
44,2,61,72
59,3,62,77
74,4,56,59
89,5,56,50
104,6,60,46
119,7,60,39
134,8,59,41
149,9,57,47
164,10,53,58
179,11,56,39
194,12,56,50
209,13,59,45
224,14,61,61
239,15,61,55
254,16,58,59
269,17,60,64
284,18,61,104
299,19,62,123
314,20,60,165
329,21,61,246
344,22,63,412
359,23,64,600
374,24,59,904
389,25,56,1198
404,26,54,1125
419,27,53,1143
434,28,51,1014
449,29,48,1111
464,30,27,1057
479,31,13,832
494,32,13,845
509,33,14,921
524,34,22,1081
539,35,28,1130
554,36,33,937
569,37,35,918
584,38,36,934
599,39,34,962
614,40,43,894
629,41,51,904
644,42,56,795
659,43,55,823
674,44,59,739
689,45,58,726
704,46,59,709
719,47,58,757
734,48,58,702
749,49,59,681
764,50,59,699
779,51,58,721
794,52,58,655
809,53,58,712
824,54,58,683
839,55,57,689
854,56,58,697
869,57,58,732
884,58,56,677
899,59,57,716
914,60,58,676
929,61,57,772
944,62,58,757
959,63,56,894
974,64,56,890
989,65,51,1072
1004,66,52,1010
1019,67,52,1055
1034,68,21,1019
1049,69,11,869
1064,70,12,957
1079,71,24,1159
1094,72,17,1033
1109,73,16,942
1124,74,19,1034
1139,75,23,960
1154,76,13,853
1169,77,8,745
1184,78,31,824
1199,79,59,553
1214,80,60,486
1229,81,60,446
1244,82,61,376
1259,83,61,364
1274,84,60,383
1289,85,61,329
1304,86,54,327
1319,87,56,308
1334,88,58,282
1349,89,57,319
1364,90,59,253
1379,91,58,245
1394,92,59,210
1409,93,60,215
1424,94,58,174
1439,95,59,133
14,0,60,120
29,1,61,111
44,2,60,83
59,3,58,92
74,4,61,58
89,5,60,61
104,6,63,53
119,7,60,32
134,8,60,38
149,9,62,54
164,10,59,49
179,11,59,35
194,12,59,44
209,13,56,45
224,14,60,58
239,15,59,63
254,16,55,46
269,17,54,58
284,18,56,101
299,19,52,105
314,20,55,172
329,21,55,237
344,22,57,353
359,23,57,607
374,24,58,826
389,25,55,1118
404,26,53,1129
419,27,51,1125
434,28,51,1071
449,29,49,1046
464,30,44,1088
479,31,35,1004
494,32,20,871
509,33,17,899
524,34,19,927
539,35,24,1094
554,36,51,984
569,37,54,967
584,38,57,808
599,39,56,820
614,40,57,823
629,41,58,746
644,42,45,875
659,43,57,785
674,44,59,712
689,45,58,736
704,46,57,774
719,47,60,713
734,48,57,706
749,49,58,716
764,50,59,672
779,51,59,764
794,52,59,711
809,53,58,755
824,54,58,660
839,55,58,657
854,56,55,760
869,57,57,683
884,58,57,695
899,59,58,738
914,60,57,725
929,61,58,695
944,62,56,745
959,63,54,939
974,64,54,924
989,65,53,1044
1004,66,52,1033
1019,67,52,1049
1034,68,38,1075
1049,69,18,1023
1064,70,17,1026
1079,71,15,991
1094,72,16,990
1109,73,14,933
1124,74,22,1060
1139,75,52,796
1154,76,54,817
1169,77,54,789
1184,78,57,722
1199,79,58,594
1214,80,58,563
1229,81,60,471
1244,82,59,414
1259,83,60,384
1274,84,59,392
1289,85,61,420
1304,86,60,351
1319,87,62,287
1334,88,60,290
1349,89,60,359
1364,90,59,297
1379,91,60,223
1394,92,61,257
1409,93,61,227
1424,94,60,177
1439,95,61,168
14,0,60,114
29,1,62,108
44,2,61,89
59,3,60,113
74,4,60,76
89,5,59,65
104,6,59,47
119,7,57,53
134,8,59,51
149,9,62,56
164,10,58,45
179,11,58,61
194,12,59,49
209,13,59,47
224,14,62,51
239,15,61,60
254,16,59,72
269,17,57,68
284,18,59,91
299,19,60,126
314,20,59,174
329,21,58,216
344,22,61,365
359,23,61,508
374,24,60,787
389,25,58,1038
404,26,56,1016
419,27,55,1027
434,28,52,958
449,29,51,1095
464,30,45,1099
479,31,51,1022
494,32,53,922
509,33,51,1015
524,34,53,940
539,35,54,918
554,36,55,938
569,37,53,968
584,38,53,906
599,39,56,834
614,40,56,822
629,41,57,751
644,42,59,754
659,43,57,752
674,44,58,709
689,45,59,721
704,46,59,685
719,47,57,723
734,48,58,707
749,49,57,748
764,50,56,782
779,51,58,711
794,52,58,766
809,53,58,675
824,54,59,709
839,55,56,722
854,56,57,671
869,57,57,755
884,58,57,753
899,59,57,774
914,60,56,693
929,61,55,794
944,62,54,948
959,63,55,951
974,64,54,954
989,65,53,1062
1004,66,53,1034
1019,67,51,1051
1034,68,47,1183
1049,69,50,1065
1064,70,51,975
1079,71,52,858
1094,72,50,1058
1109,73,48,1148
1124,74,48,1179
1139,75,53,950
1154,76,58,755
1169,77,56,784
1184,78,58,690
1199,79,57,561
1214,80,58,590
1229,81,59,519
1244,82,59,498
1259,83,60,410
1274,84,59,382
1289,85,61,334
1304,86,60,329
1319,87,61,308
1334,88,61,349
1349,89,61,332
1364,90,59,267
1379,91,60,253
1394,92,59,237
1409,93,60,246
1424,94,59,238
1439,95,61,184
14,0,42,219
29,1,41,213
44,2,39,180
59,3,40,163
74,4,37,120
89,5,40,102
104,6,38,94
119,7,37,103
134,8,38,80
149,9,42,55
164,10,46,50
179,11,59,28
194,12,51,37
209,13,53,25
224,14,59,23
239,15,52,25
254,16,52,28
269,17,55,24
284,18,55,27
299,19,50,32
314,20,56,32
329,21,53,37
344,22,53,29
359,23,58,52
374,24,56,62
389,25,49,62
404,26,55,68
419,27,54,68
434,28,47,71
449,29,57,88
464,30,50,95
479,31,58,87
494,32,53,93
509,33,57,104
524,34,57,127
539,35,49,178
554,36,42,309
569,37,45,418
584,38,52,495
599,39,61,517
614,40,61,570
629,41,60,592
644,42,61,683
659,43,60,762
674,44,61,729
689,45,60,825
704,46,59,677
719,47,60,812
734,48,61,872
749,49,59,890
764,50,60,881
779,51,58,892
794,52,57,855
809,53,59,880
824,54,59,810
839,55,58,847
854,56,58,927
869,57,58,793
884,58,58,845
899,59,58,859
914,60,59,924
929,61,57,868
944,62,57,918
959,63,57,840
974,64,57,937
989,65,57,882
1004,66,56,886
1019,67,56,943
1034,68,54,955
1049,69,53,871
1064,70,53,932
1079,71,55,848
1094,72,53,838
1109,73,55,805
1124,74,55,767
1139,75,57,754
1154,76,55,774
1169,77,56,687
1184,78,58,646
1199,79,59,663
1214,80,58,612
1229,81,61,671
1244,82,60,546
1259,83,61,538
1274,84,60,457
1289,85,60,470
1304,86,61,486
1319,87,62,405
1334,88,61,322
1349,89,61,301
1364,90,62,292
1379,91,63,269
1394,92,63,190
1409,93,63,192
1424,94,58,147
1439,95,61,133
14,0,60,109
29,1,54,94
44,2,54,76
59,3,51,80
74,4,55,55
89,5,50,46
104,6,51,49
119,7,44,31
134,8,39,34
149,9,47,36
164,10,48,31
179,11,39,31
194,12,39,49
209,13,44,38
224,14,39,34
239,15,44,52
254,16,40,64
269,17,43,59
284,18,40,88
299,19,44,118
314,20,42,187
329,21,42,215
344,22,51,365
359,23,55,578
374,24,57,846
389,25,49,1200
404,26,51,1057
419,27,53,1058
434,28,50,830
449,29,44,1072
464,30,49,925
479,31,48,941
