Time Period Ending,Time Interval,Avg mph,Total Volume
809,53,57,757
824,54,57,772
839,55,57,785
854,56,57,728
869,57,56,836
884,58,56,851
899,59,57,826
914,60,56,831
929,61,56,890
944,62,55,920
959,63,56,967
974,64,55,1066
989,65,52,1134
1004,66,43,1114
1019,67,30,1128
1034,68,47,1135
1049,69,52,1070
1064,70,51,1052
1079,71,49,1038
1094,72,47,1093
1109,73,49,954
1124,74,50,1001
1139,75,52,969
1154,76,54,866
1169,77,54,834
1184,78,56,775
1199,79,56,712
1214,80,57,612
1229,81,58,576
1244,82,58,527
1259,83,58,487
1274,84,59,367
1289,85,59,371
1304,86,59,356
1319,87,58,382
1334,88,60,317
1349,89,59,337
1364,90,59,319
1379,91,61,279
1394,92,59,242
1409,93,59,236
1424,94,61,195
1439,95,60,177
14,0,60,174
29,1,57,147
44,2,61,165
59,3,60,124
74,4,56,131
89,5,59,110
104,6,61,89
119,7,60,91
134,8,60,63
149,9,57,62
164,10,57,68
179,11,58,63
194,12,57,77
209,13,57,66
224,14,57,69
239,15,57,79
254,16,53,52
269,17,50,55
284,18,58,59
299,19,49,67
314,20,51,107
329,21,48,129
344,22,42,151
359,23,41,146
374,24,45,190
389,25,45,259
404,26,40,273
419,27,45,335
434,28,45,336
449,29,41,356
464,30,46,410
479,31,49,474
494,32,59,481
509,33,61,591
524,34,60,628
539,35,60,677
554,36,59,694
569,37,60,707
584,38,59,771
599,39,59,786
614,40,60,748
629,41,59,798
644,42,60,786
659,43,59,783
674,44,59,847
689,45,59,885
704,46,57,956
719,47,58,929
734,48,58,884
749,49,58,942
764,50,57,992
779,51,59,906
794,52,55,974
809,53,57,978
824,54,57,904
839,55,55,1008
854,56,56,925
869,57,57,935
884,58,58,826
899,59,56,928
914,60,57,866
929,61,57,872
944,62,56,994
959,63,55,992
974,64,56,969
989,65,56,989
1004,66,56,944
1019,67,55,986
1034,68,57,1002
1049,69,57,969
1064,70,54,989
1079,71,55,887
1094,72,54,877
1109,73,53,915
1124,74,54,846
1139,75,54,854
1154,76,56,798
1169,77,57,737
1184,78,57,691
1199,79,58,581
1214,80,57,531
1229,81,57,539
1244,82,59,442
1259,83,58,465
1274,84,59,429
1289,85,60,356
1304,86,59,337
1319,87,60,347
1334,88,60,321
1349,89,60,356
1364,90,58,345
1379,91,59,310
1394,92,59,299
1409,93,59,302
1424,94,58,286
1439,95,61,201
14,0,58,215
29,1,58,218
44,2,59,204
59,3,60,164
74,4,59,150
89,5,60,104
104,6,60,119
119,7,58,87
134,8,58,107
149,9,57,69
164,10,59,70
179,11,58,61
194,12,62,47
209,13,59,83
224,14,58,44
239,15,59,58
254,16,60,41
269,17,59,57
284,18,59,51
299,19,59,55
314,20,58,59
329,21,60,78
344,22,57,85
359,23,58,101
374,24,59,105
389,25,52,148
404,26,51,160
419,27,51,167
434,28,54,182
449,29,53,216
464,30,60,248
479,31,63,278
494,32,63,277
509,33,64,363
524,34,63,380
539,35,64,383
554,36,63,437
569,37,62,533
584,38,62,569
599,39,61,571
614,40,61,583
629,41,60,709
644,42,59,748
659,43,59,835
674,44,61,733
689,45,58,842
704,46,58,918
719,47,54,876
734,48,53,927
749,49,53,935
764,50,17,867
779,51,46,1049
794,52,56,974
809,53,57,923
824,54,54,966
839,55,55,972
854,56,53,1057
869,57,57,961
884,58,56,966
899,59,58,865
914,60,58,875
929,61,58,808
944,62,58,808
959,63,57,853
974,64,57,839
989,65,55,914
1004,66,55,928
1019,67,54,940
1034,68,54,1003
1049,69,54,956
1064,70,52,955
1079,71,52,928
1094,72,52,884
1109,73,52,886
1124,74,54,828
1139,75,52,791
1154,76,53,894
1169,77,55,849
1184,78,55,771
1199,79,55,712
1214,80,55,691
1229,81,57,592
1244,82,59,568
1259,83,61,530
1274,84,60,512
1289,85,61,510
1304,86,61,435
1319,87,61,445
1334,88,60,351
1349,89,61,362
1364,90,61,312
1379,91,63,261
1394,92,60,225
1409,93,63,193
1424,94,62,183
1439,95,64,148
14,0,62,110
29,1,60,96
44,2,61,76
59,3,61,59
74,4,63,56
89,5,60,69
104,6,61,50
119,7,59,44
134,8,61,44
149,9,56,37
164,10,61,39
179,11,57,34
194,12,57,40
209,13,60,43
224,14,60,49
239,15,61,45
254,16,61,62
269,17,59,55
284,18,58,88
299,19,61,130
314,20,62,177
329,21,61,283
344,22,62,394
359,23,62,626
374,24,59,862
389,25,56,1128
404,26,54,1199
419,27,50,1227
434,28,52,1138
449,29,36,999
464,30,24,1073
479,31,13,872
494,32,18,901
509,33,13,845
524,34,24,1033
539,35,29,1113
554,36,53,982
569,37,54,930
584,38,50,1005
599,39,55,825
614,40,57,810
629,41,58,755
644,42,56,771
659,43,55,798
674,44,56,731
689,45,57,747
704,46,57,701
719,47,56,745
734,48,58,705
749,49,56,715
764,50,58,748
779,51,58,688
794,52,57,762
809,53,58,731
824,54,58,691
839,55,58,703
854,56,58,711
869,57,57,727
884,58,56,747
899,59,57,791
914,60,57,733
929,61,55,747
944,62,51,731
959,63,51,921
974,64,53,901
989,65,53,955
1004,66,50,1110
1019,67,52,1075
1034,68,52,1114
1049,69,48,1154
1064,70,46,1172
1079,71,45,1039
1094,72,47,954
1109,73,50,983
1124,74,54,862
1139,75,53,814
1154,76,54,773
1169,77,55,680
1184,78,57,547
1199,79,57,518
1214,80,58,432
1229,81,58,427
1244,82,58,326
1259,83,57,387
1274,84,59,315
1289,85,55,336
1304,86,55,295
1319,87,50,261
1334,88,50,212
1349,89,42,220
1364,90,50,206
1379,91,47,170
1394,92,51,167
1409,93,49,131
1424,94,48,133
1439,95,55,106
14,0,46,92
29,1,44,105
44,2,42,83
59,3,46,76
74,4,43,54
89,5,47,60
104,6,48,55
119,7,44,41
134,8,41,32
149,9,44,40
164,10,37,41
179,11,43,39
194,12,39,38
209,13,41,45
224,14,45,52
239,15,43,68
254,16,45,57
269,17,40,68
284,18,45,79
299,19,43,105
314,20,39,160
329,21,41,190
344,22,39,386
359,23,41,472
374,24,44,683
389,25,41,875
404,26,41,851
419,27,41,996
434,28,38,929
449,29,22,850
464,30,20,878
479,31,19,875
494,32,17,706
509,33,6,541
524,34,6,559
539,35,6,578
554,36,5,566
569,37,10,744
584,38,20,1032
599,39,39,988
614,40,57,734
629,41,55,738
644,42,57,760
659,43,56,757
674,44,55,695
689,45,59,722
704,46,57,685
719,47,56,721
734,48,57,684
749,49,57,688
764,50,56,682
779,51,57,663
794,52,57,665
809,53,57,692
824,54,56,369
839,55,55,213
854,56,55,309
869,57,55,694
884,58,54,853
899,59,55,654
914,60,55,660
929,61,54,674
944,62,54,720
959,63,54,753
974,64,53,789
989,65,53,897
1004,66,54,933
1019,67,52,1013
1034,68,52,1036
1049,69,48,1080
1064,70,18,978
1079,71,13,874
1094,72,11,838
1109,73,11,821
1124,74,20,750
1139,75,54,586
1154,76,53,714
1169,77,56,584
1184,78,56,573
1199,79,58,497
1214,80,55,391
1229,81,52,386
1244,82,44,374
1259,83,44,337
1274,84,41,282
1289,85,40,262
1304,86,40,290
1319,87,41,294
1334,88,37,269
1349,89,36,191
1364,90,39,211
1379,91,40,195
1394,92,43,113
1409,93,49,80
1424,94,50,78
1439,95,47,57
14,0,57,43
29,1,52,43
44,2,52,42
59,3,53,28
74,4,52,32
89,5,52,31
104,6,52,27
119,7,41,21
134,8,50,25
149,9,40,28
164,10,50,20
179,11,56,25
194,12,49,18
209,13,50,27
224,14,37,46
239,15,31,31
254,16,36,41
269,17,41,70
284,18,42,71
299,19,39,108
314,20,34,129
329,21,35,184
344,22,34,282
359,23,33,410
374,24,37,570
389,25,32,701
404,26,32,708
419,27,33,682
434,28,31,607
449,29,32,698
464,30,34,702
479,31,31,825
494,32,20,886
509,33,15,825
524,34,27,1078
539,35,24,978
554,36,17,844
569,37,19,880
584,38,39,742
599,39,54,733
614,40,55,665
629,41,55,722
644,42,56,704
659,43,57,725
674,44,55,733
689,45,56,734
704,46,56,730
719,47,55,656
734,48,47,663
749,49,49,672
764,50,50,677
779,51,53,674
794,52,55,633
809,53,53,703
824,54,56,607
839,55,56,674
854,56,56,652
869,57,57,681
884,58,56,716
899,59,56,674
914,60,54,809
929,61,56,766
944,62,55,807
959,63,53,899
974,64,51,880
989,65,53,910
1004,66,55,747
1019,67,55,828
1034,68,52,889
1049,69,51,934
1064,70,50,962
1079,71,48,942
1094,72,48,869
1109,73,47,947
1124,74,51,755
1139,75,51,701
1154,76,47,604
1169,77,48,534
1184,78,43,471
1199,79,39,409
1214,80,39,376
1229,81,38,345
1244,82,35,277
1259,83,37,283
1274,84,36,270
1289,85,36,243
1304,86,34,255
1319,87,34,219
1334,88,33,230
1349,89,34,196
1364,90,35,187
1379,91,31,141
1394,92,37,146
1409,93,37,91
1424,94,35,131
1439,95,35,104
14,0,34,84
29,1,39,85
44,2,36,83
59,3,37,58
74,4,35,61
89,5,39,52
104,6,35,74
119,7,41,52
134,8,36,49
149,9,37,51
164,10,34,43
179,11,46,40
194,12,37,46
209,13,40,52
224,14,41,58
239,15,42,69
254,16,40,70
269,17,38,73
284,18,41,68
299,19,39,100
314,20,39,156
329,21,40,207
344,22,37,332
359,23,40,364
374,24,39,558
389,25,38,689
391,26,39,690
14,0,58,93
29,1,57,75
44,2,58,82
59,3,57,56
74,4,57,78
89,5,56,62
104,6,57,50
119,7,57,50
134,8,56,37
149,9,56,45
164,10,58,52
179,11,59,29
194,12,58,45
209,13,56,43
224,14,57,47
239,15,57,42
254,16,58,41
269,17,57,57
284,18,59,46
299,19,57,41
314,20,57,82
329,21,58,91
344,22,57,109
359,23,59,117
374,24,58,148
389,25,60,172
404,26,59,186
419,27,59,233
434,28,62,224
449,29,59,290
464,30,60,275
479,31,60,285
494,32,59,312
509,33,60,370
524,34,60,368
539,35,59,412
554,36,60,404
569,37,60,423
584,38,59,462
599,39,59,441
614,40,58,458
629,41,60,500
644,42,58,547
659,43,59,538
674,44,59,607
689,45,57,695
704,46,58,716
719,47,58,762
734,48,57,788
749,49,57,811
764,50,56,841
779,51,57,853
794,52,56,806
809,53,57,793
824,54,59,723
839,55,57,749
854,56,58,684
869,57,57,725
884,58,58,740
899,59,59,697
914,60,58,670
929,61,57,700
944,62,58,706
959,63,58,667
974,64,58,684
989,65,59,690
1004,66,58,624
1019,67,57,655
1034,68,58,627
1049,69,58,671
1064,70,56,648
1079,71,56,686
1094,72,52,644
1109,73,52,641
1124,74,55,621
1139,75,55,609
1154,76,55,546
1169,77,56,517
1184,78,58,435
1199,79,58,437
1214,80,57,383
1229,81,60,330
1244,82,58,353
1259,83,58,363
1274,84,59,299
1289,85,57,288
1304,86,58,256
1319,87,60,244
1334,88,59,226
1349,89,59,272
1364,90,60,214
1379,91,60,212
1394,92,56,234
1409,93,59,230
1424,94,58,215
1439,95,61,182
14,0,61,155
29,1,59,182
44,2,58,147
59,3,62,115
74,4,62,105
89,5,57,98
104,6,62,91
119,7,59,66
134,8,58,67
149,9,62,68
164,10,57,62
179,11,57,58
194,12,57,63
209,13,58,61
224,14,57,52
239,15,60,58
254,16,59,58
269,17,59,57
284,18,55,49
299,19,58,51
314,20,61,58
329,21,60,79
344,22,60,89
359,23,60,79
374,24,63,122
389,25,62,146
404,26,63,177
419,27,61,173
434,28,65,168
449,29,63,218
464,30,64,229
479,31,61,229
494,32,61,216
509,33,62,236
524,34,62,292
539,35,62,323
554,36,62,368
569,37,61,393
584,38,61,499
599,39,61,524
614,40,61,529
629,41,59,587
644,42,59,661
659,43,58,727
674,44,57,710
689,45,58,745
704,46,57,812
719,47,58,787
734,48,58,777
749,49,54,871
764,50,57,877
779,51,57,817
794,52,56,723
809,53,56,949
824,54,57,792
839,55,57,802
854,56,55,796
869,57,57,812
884,58,58,766
899,59,58,728
914,60,58,808
929,61,56,786
944,62,57,747
959,63,58,747
974,64,58,761
989,65,57,815
1004,66,58,814
1019,67,58,794
1034,68,57,748
1049,69,58,755
1064,70,58,775
1079,71,57,756
1094,72,55,702
1109,73,55,693
1124,74,55,750
1139,75,56,655
1154,76,58,623
1169,77,58,588
1184,78,57,616
1199,79,59,507
1214,80,59,524
1229,81,59,471
1244,82,60,486
1259,83,61,435
1274,84,60,435
1289,85,60,408
1304,86,60,372
1319,87,63,334
1334,88,58,266
1349,89,60,279
1364,90,61,268
1379,91,62,240
1394,92,61,188
1409,93,60,147
1424,94,63,143
1439,95,63,128
14,0,59,102
29,1,61,79
44,2,61,82
59,3,61,73
74,4,63,56
89,5,59,62
104,6,61,55
119,7,61,36
134,8,62,36
149,9,60,52
164,10,61,43
179,11,57,42
194,12,59,34
209,13,58,41
224,14,58,43
239,15,58,66
254,16,60,45
269,17,58,60
284,18,60,78
299,19,59,103
314,20,60,176
329,21,60,228
344,22,62,424
359,23,61,590
374,24,59,879
389,25,55,1099
404,26,53,1143
419,27,53,1153
434,28,50,1150
449,29,48,1108
464,30,50,995
479,31,47,916
494,32,50,931
509,33,51,972
524,34,43,1055
539,35,30,1085
554,36,43,1059
569,37,53,1013
584,38,54,983
599,39,55,951
614,40,56,866
629,41,56,837
644,42,57,843
659,43,58,763
674,44,56,816
689,45,57,797
704,46,56,796
719,47,57,731
734,48,58,697
749,49,57,714
764,50,58,701
779,51,58,694
794,52,56,763
809,53,57,708
824,54,57,739
839,55,57,660
854,56,57,689
869,57,57,672
884,58,58,712
899,59,57,757
914,60,55,755
929,61,55,771
944,62,53,813
959,63,54,887
974,64,55,847
989,65,53,961
1004,66,51,1012
1019,67,42,1056
1034,68,18,975
1049,69,20,1039
1064,70,22,1086
1079,71,26,1111
1094,72,21,1061
1109,73,17,929
1124,74,16,935
1139,75,23,1082
1154,76,49,905
1169,77,52,873
1184,78,52,791
1199,79,53,659
1214,80,54,586
1229,81,54,458
1244,82,53,375
1259,83,55,420
1274,84,56,328
1289,85,58,377
1304,86,59,324
1319,87,57,289
1334,88,57,273
1349,89,57,238
1364,90,59,246
1379,91,59,206
1394,92,59,191
1409,93,60,162
1424,94,58,132
1439,95,57,126
14,0,60,105
29,1,59,83
44,2,59,86
59,3,58,78
74,4,59,49
89,5,62,66
104,6,57,58
119,7,50,45
134,8,59,36
149,9,58,48
164,10,54,55
179,11,59,49
194,12,57,45
209,13,55,56
224,14,58,58
239,15,57,77
254,16,58,81
269,17,59,71
284,18,60,88
299,19,60,138
314,20,59,168
329,21,60,260
344,22,60,426
359,23,60,589
374,24,58,900
389,25,53,1202
404,26,53,1156
419,27,53,1246
434,28,40,1217
449,29,35,1113
464,30,46,1097
479,31,25,970
494,32,19,754
509,33,16,762
524,34,16,903
539,35,20,1007
554,36,28,1166
569,37,21,1037
584,38,20,936
599,39,45,854
614,40,56,795
629,41,56,786
644,42,57,790
659,43,58,796
674,44,57,735
689,45,58,752
704,46,56,788
719,47,57,803
734,48,58,755
749,49,57,668
764,50,56,864
779,51,56,780
794,52,54,763
809,53,56,743
824,54,57,739
839,55,56,709
854,56,59,645
869,57,57,719
884,58,56,783
899,59,58,738
914,60,57,820
929,61,54,673
944,62,55,892
959,63,45,966
974,64,56,910
989,65,52,1071
1004,66,51,1055
1019,67,42,1125
1034,68,25,1129
1049,69,19,1055
1064,70,15,942
1079,71,14,960
1094,72,12,897
1109,73,13,915
1124,74,13,831
1139,75,10,820
1154,76,10,820
1169,77,11,868
1184,78,27,755
1199,79,56,617
1214,80,58,576
1229,81,55,548
1244,82,57,553
1259,83,59,472
1274,84,59,415
1289,85,58,399
1304,86,59,353
1319,87,57,331
1334,88,58,309
1349,89,59,322
1364,90,60,281
1379,91,61,250
1394,92,60,231
1409,93,60,177
1424,94,60,157
1439,95,62,158
14,0,61,103
29,1,61,82
44,2,57,99
59,3,60,65
74,4,60,59
89,5,60,66
104,6,57,47
119,7,57,50
134,8,60,65
149,9,56,53
164,10,55,52
179,11,58,36
194,12,58,37
209,13,58,47
224,14,58,60
239,15,59,65
254,16,58,68
269,17,58,72
284,18,59,90
299,19,60,118
314,20,61,176
329,21,61,262
344,22,61,408
359,23,60,594
374,24,56,874
389,25,55,1133
404,26,53,1199
419,27,48,1200
434,28,49,1163
449,29,40,1054
464,30,18,931
479,31,14,836
494,32,16,810
509,33,13,779
524,34,16,880
539,35,18,911
554,36,19,930
569,37,21,975
584,38,39,988
599,39,55,864
614,40,54,912
629,41,55,869
644,42,54,857
659,43,54,794
674,44,56,781
689,45,55,809
704,46,56,788
719,47,57,803
734,48,57,734
749,49,56,767
764,50,55,745
779,51,58,754
794,52,57,754
809,53,58,756
824,54,58,736
839,55,58,761
854,56,55,747
869,57,57,765
884,58,56,728
899,59,56,748
914,60,57,780
929,61,56,853
944,62,55,864
959,63,55,974
974,64,52,1007
989,65,44,1122
1004,66,31,1079
1019,67,23,1127
1034,68,21,1087
1049,69,19,1035
1064,70,19,1077
1079,71,17,1061
1094,72,14,974
1109,73,14,965
1124,74,22,1109
1139,75,19,1037
1154,76,19,1027
1169,77,38,852
1184,78,54,807
1199,79,55,669
1214,80,57,586
1229,81,57,561
1244,82,58,464
1259,83,58,416
1274,84,59,363
1289,85,59,374
1304,86,57,376
1319,87,58,330
1334,88,59,352
1349,89,59,306
1364,90,59,272
1379,91,60,214
1394,92,59,221
1409,93,59,197
1424,94,58,174
1439,95,58,130
14,0,58,109
29,1,60,118
44,2,57,87
59,3,55,96
74,4,62,69
89,5,54,79
104,6,57,51
119,7,57,63
134,8,57,49
149,9,57,48
164,10,59,42
179,11,55,52
194,12,58,41
209,13,58,58
224,14,60,48
239,15,57,56
254,16,58,68
269,17,55,87
284,18,58,104
299,19,59,130
314,20,59,183
329,21,60,263
344,22,59,389
359,23,60,604
374,24,59,823
389,25,55,1146
404,26,54,1214
419,27,50,1199
434,28,30,1056
449,29,29,1102
464,30,26,1026
479,31,15,819
494,32,17,789
509,33,15,791
524,34,19,976
539,35,25,1080
554,36,44,1045
569,37,48,1053
584,38,54,926
599,39,54,886
614,40,55,846
629,41,56,827
644,42,56,816
659,43,55,898
674,44,54,857
689,45,56,748
704,46,56,814
719,47,58,715
734,48,58,727
749,49,56,791
764,50,57,767
779,51,59,743
794,52,56,752
809,53,56,784
824,54,57,720
839,55,57,707
854,56,57,742
869,57,58,726
884,58,57,732
899,59,57,765
914,60,59,703
929,61,57,731
944,62,57,740
959,63,54,864
974,64,56,893
989,65,55,961
1004,66,53,1062
1019,67,52,1088
1034,68,49,1073
1049,69,41,1151
1064,70,30,1136
1079,71,28,1075
1094,72,22,1061
1109,73,27,1026
1124,74,47,955
1139,75,45,965
1154,76,48,932
1169,77,53,849
1184,78,54,754
1199,79,56,702
1214,80,58,525
1229,81,58,539
1244,82,58,453
1259,83,59,450
1274,84,60,468
1289,85,59,410
1304,86,59,339
1319,87,59,315
1334,88,59,301
1349,89,59,322
1364,90,61,230
1379,91,59,225
1394,92,58,217
1409,93,58,154
1424,94,60,156
1439,95,51,129
14,0,50,142
29,1,50,107
44,2,51,98
59,3,49,78
74,4,53,96
89,5,49,64
104,6,49,61
119,7,41,62
134,8,44,68
149,9,38,59
164,10,50,57
179,11,54,44
194,12,51,55
209,13,54,48
224,14,55,58
239,15,51,57
254,16,51,62
269,17,51,92
284,18,56,93
299,19,59,119
314,20,61,138
329,21,61,262
344,22,62,375
359,23,62,522
374,24,61,780
389,25,59,988
404,26,57,1048
419,27,54,1121
434,28,53,1097
449,29,52,1072
464,30,53,976
479,31,50,973
494,32,48,924
509,33,45,979
524,34,54,902
539,35,56,903
554,36,55,921
569,37,56,910
584,38,57,856
599,39,56,826
614,40,57,760
629,41,56,844
644,42,58,761
659,43,57,785
674,44,58,775
689,45,58,746
704,46,57,781
719,47,58,715
734,48,56,749
749,49,55,777
764,50,57,753
779,51,57,699
794,52,58,706
809,53,57,702
824,54,56,719
839,55,57,639
854,56,57,703
869,57,54,750
884,58,54,748
899,59,53,749
914,60,53,765
929,61,53,769
944,62,54,822
959,63,52,940
974,64,52,931
989,65,51,1014
1004,66,49,1019
1019,67,31,1015
1034,68,17,949
1049,69,18,950
1064,70,32,1043
1079,71,47,970
1094,72,41,1012
1109,73,39,1065
1124,74,23,996
1139,75,19,944
1154,76,36,985
1169,77,49,864
1184,78,47,870
1199,79,51,664
1214,80,48,768
1229,81,49,650
1244,82,52,575
1259,83,53,510
1274,84,54,455
1289,85,55,444
1304,86,57,412
1319,87,58,422
1334,88,58,369
1349,89,57,402
1364,90,58,354
1379,91,57,322
1394,92,59,241
1409,93,57,257
1424,94,59,204
1439,95,57,183
14,0,60,177
29,1,60,148
44,2,59,160
59,3,59,132
74,4,60,114
89,5,59,83
104,6,56,85
119,7,60,98
134,8,60,75
149,9,57,70
164,10,58,44
179,11,55,60
194,12,55,51
209,13,57,70
224,14,57,64
239,15,54,63
254,16,56,55
269,17,60,63
284,18,60,77
299,19,58,72
314,20,58,99
329,21,61,118
344,22,62,164
359,23,61,187
374,24,63,190
389,25,63,307
404,26,63,318
419,27,62,348
434,28,63,350
449,29,61,430
464,30,61,457
479,31,62,475
494,32,60,471
509,33,61,580
524,34,58,670
539,35,60,679
554,36,57,659
569,37,56,780
584,38,57,707
599,39,55,815
614,40,57,770
629,41,56,824
644,42,56,815
659,43,56,831
674,44,55,833
689,45,55,909
704,46,56,870
719,47,54,946
734,48,54,1030
749,49,52,1027
764,50,54,1075
779,51,54,1046
794,52,54,943
809,53,51,1089
824,54,53,1057
839,55,54,992
854,56,56,971
869,57,56,899
884,58,57,874
899,59,54,902
914,60,54,963
929,61,54,896
944,62,56,937
959,63,57,919
974,64,56,914
989,65,57,952
1004,66,58,850
1019,67,57,920
1034,68,54,960
1049,69,57,928
1064,70,55,965
1079,71,56,905
1094,72,54,906
1109,73,52,870
1124,74,51,856
1139,75,53,851
1154,76,55,818
1169,77,54,772
1184,78,55,673
1199,79,56,612
1214,80,56,589
1229,81,59,530
1244,82,58,460
1259,83,57,465
1274,84,58,418
1289,85,58,373
1304,86,60,341
1319,87,59,355
1334,88,58,352
1349,89,59,336
1364,90,60,358
1379,91,59,319
1394,92,60,294
1409,93,60,301
1424,94,59,270
1439,95,61,258
14,0,58,243
29,1,60,218
44,2,59,182
59,3,60,167
74,4,60,154
89,5,59,127
104,6,57,145
119,7,60,106
134,8,59,95
149,9,61,103
164,10,60,81
179,11,60,81
194,12,61,51
209,13,57,76
224,14,60,62
239,15,58,53
254,16,59,61
269,17,60,64
284,18,57,65
299,19,58,57
314,20,63,55
329,21,61,100
344,22,61,99
359,23,63,108
374,24,62,141
386,25,64,156
449,29,52,1025
464,30,50,998
479,31,30,930
494,32,18,802
509,33,15,824
524,34,23,1015
539,35,46,986
554,36,45,1024
569,37,43,1047
584,38,45,1017
599,39,51,901
614,40,53,804
629,41,53,850
644,42,54,782
659,43,56,742
674,44,56,709
689,45,56,749
704,46,56,714
719,47,58,733
734,48,57,655
749,49,58,693
764,50,57,658
779,51,57,760
794,52,55,744
809,53,56,694
824,54,54,738
839,55,57,649
854,56,56,748
869,57,56,730
884,58,56,701
899,59,55,748
914,60,56,740
929,61,57,818
944,62,57,735
959,63,56,843
974,64,57,856
989,65,53,1001
1004,66,54,1027
1019,67,36,1108
1034,68,13,887
1049,69,13,911
1064,70,12,847
1079,71,9,782
1094,72,23,706
1109,73,28,779
1124,74,13,921
1139,75,31,940
1154,76,51,804
1169,77,55,792
1184,78,56,650
1199,79,58,614
1214,80,57,539
1229,81,55,477
1244,82,58,451
1259,83,58,416
1274,84,59,380
1289,85,57,413
1304,86,59,352
1319,87,60,299
1334,88,58,326
1349,89,58,254
1364,90,60,251
1379,91,60,199
1394,92,59,190
1409,93,62,161
1424,94,60,147
1439,95,59,126
14,0,59,118
29,1,58,88
44,2,59,92
59,3,58,86
74,4,58,63
89,5,58,62
104,6,58,53
119,7,60,38
134,8,58,37
149,9,58,56
164,10,59,56
179,11,56,38
194,12,56,37
209,13,57,50
224,14,59,71
239,15,60,46
254,16,60,70
269,17,56,66
284,18,61,92
299,19,56,118
314,20,60,167
329,21,61,259
344,22,61,433
359,23,61,584
374,24,60,925
389,25,57,1192
404,26,55,1199
419,27,48,1187
434,28,46,1196
449,29,47,1104
464,30,50,1023
479,31,52,954
494,32,51,968
509,33,35,912
524,34,34,974
539,35,53,1000
554,36,54,1013
569,37,54,1044
584,38,55,981
599,39,56,934
614,40,57,826
629,41,57,827
644,42,58,736
659,43,57,757
674,44,58,704
689,45,58,771
704,46,57,784
719,47,57,720
734,48,59,652
749,49,56,685
764,50,59,652
779,51,56,741
794,52,57,757
809,53,57,745
824,54,57,751
839,55,57,731
854,56,57,757
869,57,58,717
884,58,57,774
899,59,57,784
914,60,57,770
929,61,58,777
944,62,57,765
959,63,56,845
974,64,56,958
989,65,55,1019
1004,66,54,1061
1019,67,51,1156
1034,68,52,1153
1049,69,51,1166
1064,70,36,1099
1079,71,24,1122
1094,72,19,1002
1109,73,21,1035
1124,74,34,971
1139,75,49,931
1154,76,51,791
1169,77,51,849
1184,78,53,686
1199,79,52,636
1214,80,55,558
1229,81,55,527
1244,82,58,447
1259,83,59,412
1274,84,59,389
1289,85,59,378
1304,86,58,348
1319,87,58,317
1334,88,60,288
1349,89,59,291
1364,90,60,238
1379,91,59,218
1394,92,60,195
1409,93,58,148
1424,94,50,163
1439,95,41,110
14,0,42,113
29,1,50,81
44,2,54,68
59,3,49,83
74,4,55,72
89,5,49,72
104,6,51,44
119,7,54,55
134,8,54,43
149,9,49,57
164,10,51,56
179,11,55,44
194,12,47,36
209,13,54,50
224,14,58,65
239,15,58,62
254,16,58,60
269,17,61,69
284,18,59,86
299,19,60,122
314,20,59,158
329,21,61,261
344,22,61,401
359,23,62,578
374,24,59,943
389,25,57,1118
404,26,56,1192
419,27,38,1170
434,28,31,1188
449,29,24,1093
464,30,36,1016
479,31,21,902
494,32,17,872
509,33,18,959
524,34,23,1005
539,35,22,1063
554,36,53,985
569,37,56,1013
584,38,56,887
599,39,56,821
614,40,56,920
629,41,58,793
644,42,57,758
659,43,57,803
674,44,58,729
689,45,58,786
704,46,59,753
719,47,58,714
734,48,56,801
749,49,54,721
764,50,56,758
779,51,57,628
794,52,56,867
809,53,57,796
824,54,57,757
839,55,57,742
854,56,56,795
869,57,57,688
884,58,57,718
899,59,56,839
914,60,58,735
929,61,56,832
944,62,56,849
959,63,54,908
974,64,55,938
989,65,54,1095
1004,66,54,1055
1019,67,54,1073
1034,68,50,1208
1049,69,48,1220
1064,70,49,1118
1079,71,50,1138
1094,72,51,1037
1109,73,48,985
1124,74,49,914
1139,75,51,940
1154,76,52,884
1169,77,53,833
1184,78,54,774
1199,79,55,665
1214,80,56,560
1229,81,57,556
1244,82,59,418
1259,83,59,413
1274,84,58,419
1289,85,58,385
1304,86,57,401
1319,87,57,365
1334,88,56,352
1349,89,57,311
1364,90,59,245
1379,91,59,234
1394,92,61,201
1409,93,58,174
1424,94,60,136
1439,95,59,132
14,0,60,134
29,1,58,99
44,2,60,81
59,3,60,89
74,4,59,69
89,5,57,57
104,6,57,48
119,7,56,52
134,8,57,55
149,9,56,55
164,10,55,38
179,11,55,46
194,12,56,39
209,13,59,47
224,14,56,72
239,15,59,55
254,16,58,72
269,17,58,79
284,18,57,106
299,19,58,114
314,20,57,190
329,21,59,261
344,22,57,439
359,23,60,579
374,24,57,882
389,25,54,1076
404,26,51,1111
419,27,51,1209
434,28,49,1187
449,29,51,1095
464,30,50,966
479,31,22,881
494,32,13,802
509,33,16,831
524,34,18,901
539,35,29,1074
554,36,34,988
569,37,50,1029
584,38,54,936
599,39,53,908
614,40,56,814
629,41,57,800
644,42,56,748
659,43,55,745
674,44,55,802
689,45,55,779
704,46,55,709
719,47,55,736
734,48,56,716
749,49,56,709
764,50,56,737
779,51,56,685
794,52,57,731
809,53,57,816
824,54,57,836
839,55,56,817
854,56,57,754
869,57,58,724
884,58,56,795
